seria 4-48-5
mouse	session	trial	line
H	12	12	ОФЦГЦХАКЛЕР
H	12	13	ОМЯГЦХАКИФЦГЦХ
H	12	13	ХЦГЦХАКИМЯГЦФХАКЛЕР
H	12	14	ОФХАКИМЯГЦХАХФМЯГЦФИЛЕР
H	12	16	ОФЦГЦХАКИМЭМИМЯГЯЭЯГЦФИЛЕР
H	12	17	ОФЦГЯГЯЭЖТ
H	12	18	ОФЦГЯЭЖТ
H	12	19	ОФХАХЦГЦФИКАХЦГЦФЦГЯЭЖЩТ
H	14	13	ХАКИОЫ
H	14	1	ОФЦГЯЭЖТЖЭМИКАХЦГЯЭМОЫОИЛЕР
H	14	2	ОФХАКИФЦГЦХАКЛЕР
H	14	3	ОФЦГЗУЩТЩУЗГЦХАКИФЦГЦФИЛЕР
H	14	4	ОФХАКЛЕРШСДАХЦГЯЭЖТ
H	14	5	ОФЦГЦХАКЛЕР
H	14	6	ОФХАКЛЕР
H	14	7	ОФЦГЯЭЖТ
H	14	8	ОФЦГЦХАКИФХАХАКЛЕР
H	14	9	ОФЦГЯЭЖТ
H	14	10	ОФХАКЛЕР
H	14	11	ОФЦГЯЭМИЛЕШСДАКИФЦГЦХАКЛЕР
H	14	12	ОФЦГЯЭЖТЩУЩТ
H	14	13	ОФЦГЯМЯЭЖЩУЗЦОИЛЕРШСДСШР
H	14	14	ОФХАХАДСШР
H	14	15	ОИЛЕР
H	14	16	ОИКАХЦГЯЭЖТЩУЩУЩТ
H	14	17	ОИКАХЦГЯМИКАКЛЕР
H	13	1	ОФХАКИФЦГЗУЩТ
H	13	2	ОФХАХЦГЯМФХАКЛЕР
H	13	3	ОФЦГЗУЗГЦХАДСШРЕЛИФЦГЗУЩТ
H	13	4	ОФМЯГЦЯМИКАКЛЕР
H	13	5	ОМЯГЯМИКАДСШР
H	13	6	ОФЦГЦХАКИФМЯГЦХАХФМЯГЦХАКЛЕР
H	13	7	ОМЯГЦХАКИФЦГЦФМЯГЦХАКЛЕР
H	13	8	ОФХАХЦГЦХАХЦГЯЭВЭМИКАХЦГЯМИКИМЭЖТ
H	13	9	ОФЦГЦХАКЛЕР
H	13	10	ОФЦГЦХАХЦГЯЭЖТ
H	13	11	ОВОЗДЕСТВИЕРУКОФМЯГЦХАКИФЦГЯЭЖТ
H	13	12	ОФЦГЦХАХЦГЯМИКАХЦГЯМИЛЕР
H	13	13	ОФЦГЯЭЖЩУЗГЦХАКИМЯГЯЭЖТ
H	13	14	ОФХАКЛЕР
H	13	15	ОФХАХЦГЦХАКИМЯГЗУЩТ
H	13	16	ОФХАХФОЫОМЭЖТЩУЗГЦХАКИФХАХЦГЯЭЖТ
H	13	17	ОФЦГЦХАКЛЕРШСДСШР
H	15	1	ОФЦЯЭМИКАХФОЫОИЛЕР
H	15	2	ОИЛЕР
H	15	3	ОФЦГЯЭЖТЩУЗГЦХАКИФХАХЦГЯМЭЖТЩУЗЯМИЛЕР
H	15	4	ОИКЛЕР
H	15	5	ОИЛЕР
H	15	6	ОФЦГЯЭЯГЯМОЫОМЭЖТЖЭМИЛЕР
H	15	7	ОФХАКЛЕР
H	15	8	ОФЦЯГЦХАКИМЭВЖТ
H	15	9	ОФЦГЯЭЖТ
H	15	10	ОИЛЕР
H	15	11	ОФХАХЦЯЭЯЗУЩТ
H	15	12	ОИЛЕР
H	15	13	ОФХАДСШР
H	15	14	ОФХАХЦГЗУЩТ
H	15	15	ОФХАКЛЕРШР
H	16	1	ОФЦГЗУЩТ
H	16	2	ОФХАКЛЕР
H	16	3	ОФЦГЯЭВЭМИЛЕР
H	16	4	ОФХАХЦЯЭЖТЖЭЯГЦФОЫОИЛЕР
H	16	5	ОФХАКИФЦГЯГЦХАХФМЭЖТЖЭМИЛЕР
H	16	6	ОФЦГЯЦФИЛЕР
H	16	7	ОФХАКЛЕР
H	16	8	ОФИЛЕР
H	16	9	ОИКАКЛЕРШСДСШР
H	16	10	ОФЦХКИОЫОИЛЕР
H	16	11	ОФЦГЯЭВЖТ
H	16	12	ОФХФХФОЫОИЛЕР
H	16	13	ОФМЭЖТ
H	16	14	ОИЛЕР
H	16	15	ОИЛЕР
H	16	16	ОФХАХЦГЗУЩУЗЦХКЛЕР
H	16	17	ОФХКЛЕР
H	16	18	ОФХФИЛЕР
H	17	1	ОФХАКИМЭЖТЩУЗГЦХФМЯГЯЭЖТ
H	17	2	ОФХДСШР
H	17	3	ОФЦЯГЯЭЖТ
H	17	4	ОФИЛБЕР
H	17	5	ОФЦГЯМИЛЕШР
H	17	6	ОИКАКАДСШР
H	17	7	ОФЦЯЭВЖТ
H	17	8	ОФХДСШР
H	17	9	ОФЦЯМИЛБЕР
H	17	10	ОФЦГЗУЩТЩУЗЦХАДСШР
H	17	11	ОФЦГЯЭЖЩУЗЦХАКЛЕР
H	17	12	ОФХАДСШР
H	17	13	ОФХДСШЕЛИМЯГЯЭЖЩУЗГЦФИЛЕР
H	18	1	ОФЦЯЭМИЛЕШСДАКИМЭЖТ
H	18	2	ОФЦГЯГЗУЩТ
H	18	3	ОИКАХФЦГЦФОЫОИЛЕР
H	18	4	ОИКАХКЛЕР
H	18	5	ОФХАХЦГЯЭЖЩУЗЦФМЯЭЖТ
H	18	6	ОФХАКЛЕР
H	18	7	ОИЛЕР
H	18	8	ОФХАКЛИФЦГЗУЗГЦФМЭЖТ
H	18	9	ОИЛЕРШСДАХАКЛЕР
H	18	10	ОФМЯЦХАКИФХДСШР
H	18	11	ОИЛЕР
H	18	12	ОФХАХЦГЯЭЖЩТ
H	19	12	ЗГЦХ
H	19	1	ОФЦЗУЩТ
H	19	2	ОФХАКЛЕШСДХФОЫОИЛЕР
H	19	3	ОИФХДСШР
H	19	4	ОИЛЕР
H	19	5	ОФЦГЯЭВЭЯГЯГЗУЩТ
H	19	6	ОФЦХАКИФХАКИФМЯГЦХФИЛЕР
H	19	7	ОИЛЕР
H	19	8	ОИЛЕР
H	19	9	ОФХАДСШСДСШР
H	19	10	ОФЦГЦХКИФХКЛЕР
H	19	11	ОИЛЕР
H	19	12	ОМЭЖТЩУКИКАКЛЕР
H	19	13	ОФХКЛЕР
H	20	1	ОФЦГЗУЩТ
H	20	2	ОФХАКЛЕР
H	20	3	ОФМЯГЯЭВЖТЩУЗЦФМЯМИЛЕР
H	20	4	ОФХКИМЭЖТ
H	20	5	ОФХАКИФХКИМЭВЭМОЫОФМЯГЯГЦФМЭЖТ
H	20	6	ОФХКЛЕРШСДСШР
H	20	7	ОФЦГЦХДСШР
H	20	8	ОФИЛЕР
H	20	9	ОФЦГЯЭЖЩУЗЦХФМЯЦФЦФОЫОИЛЕР
H	20	10	ОФХАКЛЕР
H	20	11	ОИЛЕР
H	20	12	ОФХАКИМЯГЯЭЖЩТ
H	20	13	ОФИЛЕР
H	20	14	ОИКАДСШР
H	20	15	ОФЦХКИМЯГЗУЩТ
H	20	16	ОФХАКЛЕР
H	20	17	ОФЦГЯМИКАКАХЦФИЛЕР
H	21	1	ОФЦГЯЭМИКАХФИЛЕР
H	21	2	ОФХКИМЯЗУЩТЖЭЯГЯЭВЭМЯЗУЗЦФМЭЖТЩУЗЦФИЛЕР
H	21	3	ОФХЦЯМЯГЯМИЛЕР
H	21	4	ОФОЫОИЛЕРШСДСШР
H	21	5	ОФЦГЯЭЖТЩУЗЦХДСШР
H	21	6	ОФЦФОЫОФХКЛЕР
H	21	7	ОФЦГЯМЯМФХКЛЕР
HPZ	1	1	ОИЛКИМЭЖЩУЗГЯЭЯЦХАДСШСДАХЦГЗУЗЦХАДСШСДСШСДХФОЫОФЦЗУЩТ
HPZ	1	2	ОМЯГЯЭЯГЗУЗГЯМИКАДСШР
HPZ	1	3	ОФХАКЛИФХЦГЦХАКЛЕЛКАХФЦГЦГЗУЩТЩУЗГЦХАДСШРШСДАХФЦГЦХАКИМЯГЦХАДСШР
HPZ	1	4	ОФЦГЗУЩТЖВЭЯГЦХАКЛБЕРШСДАХАДСШРШСДАХЦГЦФИКХЦГЗУЩТЖЭМФЦГЗУЗЦХАКЛИОЫОФХКИФЦГЯЭЖТ
HPZ	1	5	ОФХАХЦГЦХАКЛЕРШСДАХЦГЯЭЯГЦФКОЕЦОЫТОГОВРЕМЕИОЫОФХАХФЦГЦХАКЛЕРШСДХЦГЯЭЯГЦХАКЛБЕР
HPZ	2	1	ОФЦГЗУЩТЖВЭМИКАХЦГЦХАКЛКЛЕР
HPZ	2	2	ОФЦГЗУЩТ
HPZ	2	3	ОФХАКИМЯГЦХАКИМЭЖЩУЗГЦХЦГЦФОЫОФХАХЦГЦХЦГЯЭЖТ
HPZ	2	4	ОФХФЦГЯМФХАКЛЕР
HPZ	2	5	ОФЦГЦХАКЛИФЦГЗУЩТ
HPZ	2	6	ОФЦГЦФХАДСШР
HPZ	2	7	ОФЦГЦХАКАКХЦГЦГЦХКИМЯГЦХКЛКХЦГЦХАДХАХФМЯГЦХЦГЯЭМИЛИКАКЛЕРШСДХЦГЦФОЫОФЦГЦХАКХФМЯГЦХАДСШР
HPZ	2	8	ОФЦГЯЭВЖТ
HPZ	2	9	ОФЦГЦХАХДСШР
HPZ	2	10	ОФХАКИФЦГЗУЩТЩУЗЦХАХЦГЦХАХЦХАХКАХФМИФЦЯМЭЖТ
HPZ	3	1	ОФЦГЗУЩТЖЭЯЦХАДСШР
HPZ	3	2	ОФЦГЗУЗГЦХАДСШРШСДАХФЦГЗУЗГЦГЦХАКЛИМЯГЦХКЛЕР
HPZ	3	3	ОФЦГЯМОЫОИКАХЦГЦХАХЦГЦХАКЛЕР
HPZ	3	4	ОФЦГЗУЩТЖВЭЯГЦХАДСШР
HPZ	3	5	ОМЯГЦХАКИМЯГЦХАКЛЕР
HPZ	3	6	ОФЦГЯМИКАХЦГЦХАХФМЯГЦХАХЦЯГЯМИЛЕШСДАХЦГЦХАХЦГЯМИКАХФЦГЦФОЫОМЭЖТ
HPZ	3	7	ОФЦГЯМФХАКХЦГЯМФЦГЦХАКИФЦГЯМФЦГЦХАХФЦГЯМИКАКИФЦГЦГЦФОЫОМЭЖТ
HPZ	3	8	ОФЦГЦХАКЛЕР
HPZ	3	9	ОМЯГЦХАКЛЕР
HPZ	3	10	ОМЯГЦХАКХЦГЯМФХАХЦГЗУЗГЯЭВЭЯГЦХАДСШР
HPZ	3	11	ОФЦГЯМИКАХЦГЦХАХФЦГЯЦХАХФМЯГЦХАХЦЯЭЖТ
HPZ	3	12	ОМЯГЦХАКЛЕР
HPZ	3	13	ОФХАКИМЯГЦХАКИМЯГЦХАХФМЯГЦХАКЛЕР
HPZ	3	14	ОФХАХЦГЯМИКАХЦГЯМФХАКИМЯГЦХАХЦФМЯГЦГЯЦГЦФОЫОФХАКЛЕР
HPZ	4	1	ОИКАДСШР
HPZ	4	2	ОФХАХЦГЯМОЫОФЦГЦФИКАДСШР
HPZ	4	3	ОФЦГЯЭЖТЖЭМФХАКИФЦГЦХАХФЦГЦГЗУЩЖЭЯГЦХАКЛЕР
HPZ	4	4	ОМЯГЗУЩТЩУЗГЦХАКЛЕР
HPZ	4	5	ОФЦГЯМФЦГЦХАКЛЕР
HPZ	4	6	ОФЦГЦХАКИМЭМФХАКЛЕР
HPZ	4	7	ОМЯГЦХАКИМЯГЦХАХФМЯГЯГЯМИКАХЦГЯЭЖТЖЭЯГЯМИЛЕР
HPZ	4	8	ОФХАХЦГЯМИКАХЦГЯГЦХАКЛЕР
HPZ	4	9	ОФХАКЛЕР
HPZ	4	10	ОФЦГЦХАХФМЯГЯМФХАКИМЯГЯЭВЖТ
HPZ	4	11	ОФХАКЛЕР
HPZ	4	12	ОМЯГЦХАКЛЕР
HPZ	4	13	ОМЯГЦФМЯГЯМОЫОФХАКХЦГЯМФЦГЯЭЖТЖЭМФХАХЦГЯМОЫОМЭЖТЖЭМИКАКЛЕР
HPZ	4	14	ОФЦГЦХАКЛЕРЕЛИФМЭЖТ
HPZ	4	15	ОФЦГЦХАКЛКХЦГЯМИКАХАХФМЯГЦЯЭЖТ
HPZ	4	16	ОФХАКЛЕР
HPZ	5	1	ОФЦГЯМИКАКЛЕР
HPZ	5	2	ОМФХАХФМЭЖТ
HPZ	5	3	ОФХАКЛЕРЕЛИФЦГЗУЩТ
HPZ	5	4	ОФХАДСШР
HPZ	5	5	ОФЦГЯМИКАХФМЯГЦХАКЛЕР
HPZ	5	6	ОМЯГЗУЗЦХАКЛЕР
HPZ	5	7	ОМЯГЦХАКИОЫОМЯЭЖТ
HPZ	5	8	ОФХАХЦГЯЭВЖТ
HPZ	5	9	ОФХАКЛБЛИМЯГЦФМЭЖТ
HPZ	5	10	ОИКАХЦГЯЦХАКЛЕР
HPZ	5	11	ОМЯГЦХАКИМЯГЦХАКЛЕР
HPZ	5	12	ОМЯГЦХАКИМЭЖТ
HPZ	5	13	ОФХАКИФЦГЦХАКЛЕР
HPZ	5	14	ОМЯГЦХАКИМЭЖТ
HPZ	5	15	ОФХАКЛЕР
HPZ	5	16	ОФЦГЯМИЛЕР
HPZ	5	17	ОМЯГЦХАКЛЕР
HPZ	5	18	ОФХАХФМЭЖТ
HPZ	5	19	ОМЯГЦХАКЛЕР
HPZ	5	20	ОФХАХФХАХЦГЯГЯМОЫОФХАКЛЕР
HPZ	5	21	ОФХАХФМЯГЯМФХАХАХФМЭЖТ
HPZ	5	22	ОИЛЕР
HPZ	5	23	ОМЯГЦХАХКИМЯГЦХАКИФЦГЯЭЖТ
HPZ	5	24	ОМЭЖТ
HPZ	5	25	ОМЯГЦХАКИФХАХЦЗУЩТ
HPZ	5	26	ОФХАХЦГЗУЩТЩУЩТ
HPZ	5	27	ОФХАКЛЕРЕЛИЛЕР
HPZ	5	28	ОМЯГЯЭМОЫОМЭЖТ
HPZ	5	29	ОМЯГЦХАКЛЕР
HPZ	5	30	ОФХАКХЦГЦХАКЛЕШСДАХФЦГЗУЩТЩУЗГЦФХФМЯГЯМИКАХФМЭЖТ
HPZ	6	1	ОФХАКИМЭМИКАХЦГЗУЩТ
HPZ	6	2	ОФЦГЯМФХАКЛЕР
HPZ	6	3	ОФХАКХЦГЯЭВЭЯЦХКЛЕР
HPZ	6	4	ОФЦГЯЭЖТ
HPZ	6	5	ОФХАКЛЕР
HPZ	6	6	ОФЦГЯЭЯГЯЭЖТЩУЗГЦХДСШР
HPZ	6	7	ОМЯГЦХАКЛЕР
HPZ	6	8	ОМЯГЦХАКЛЕР
HPZ	6	9	ОФЦГЯМИКАХЦГЯМФХАКЛЕР
HPZ	6	10	ОМЯГЦХАКИМЭЖТ
HPZ	6	11	ОФХАХЦГЯЗУЩТ
HPZ	6	12	ОФХАКЛЕР
HPZ	6	13	ОФЦГЦХАХФМЭЯГЦХАКЛЕР
HPZ	6	14	ОМЯГЦХАХКЛЕР
HPZ	6	15	ОМЯГЦХАДАХФМИКЛЕР
HPZ	6	16	ОМЯГЦХАКЛЕР
HPZ	6	17	ОМЯГЦХАКЛЕР
HPZ	6	18	ОФЦГЯГЦХАКИОЫОФМЯГЯЭЖТ
HPZ	6	19	ОФХАКЛЕР
HPZ	6	20	ОФЦГЦФМЯГЦХАХЦГЦХАКАХЦГЯМИЛЕР
HPZ	6	21	ОМЯГЦХАКИМЭЖТ
HPZ	6	22	ОФХАДХЦГЯЭЯГЯМИКАХЦГЗУЩТЩУЩТЩУЩТЖЭЯГЦХАКЛЕР
HPZ	6	23	ОМЯГЦХАКЛЕЛКДСШР
HPZ	7	1	ОФЦГЗУЩТЖЭЯЦХАДСШР
HPZ	7	2	ОФХАХЦГЗУЩТ
HPZ	7	3	ОФХАХЦГЦХАХФОЫОФЦЗУЩТ
HPZ	7	4	ОФХАХЦГЯЦФОЫОФЦГЦХАДХЦГЯЭВЖТ
HPZ	7	5	ОФЦГЦХАКЛЕР
HPZ	7	6	ОФЦГЦХАХЦГЦФОЫОФХАКЛЕР
HPZ	7	7	ОФЦГЯЭЖТ
HPZ	7	8	ОФХАХЦГЦХКЛЕР
HPZ	7	9	ОФЦГЯЭМИКАДАХЦГЗУЩТЩУЗЦФМЭМЯГЗУЩТЩУЗЦФМЭЖТ
HPZ	7	10	ОФХАХФИЛИМЭМФЦГЦХАКЛЕР
HPZ	7	11	ОФХАХЦГЯМФХКИМЭЖТ
HPZ	7	12	ОФХАХЦГЯМФХАХЦГЗУЩТЩУЗГЯМИКАХЦГЯМОЫОФХАКЛЕР
HPZ	7	13	ОФХАХФХФМЭМИЛЕРШСДСШР
HPZ	7	14	ОФЦГЯМЭЯМФЦГЯЭЖТ
HPZ	7	15	ОФЦГЦХАКЛБЛИФЦГЦХАКИМЭВЖТ
HPZ	7	16	ОФЦГЦХАХФМЯГЗУЩТ
HPZ	7	17	ОФЦГЗУЩУЗЦФХАКЛЕР
HPZ	8	1	ОМЯГЦХАДКИМЯГЦХАКЛЕР
HPZ	8	2	ОМЯГЦХАКЛЕР
HPZ	8	3	ОФЦГЯМИКИФХАКИМЭЖЩТ
HPZ	8	4	ОФЦГЯМИКАДКЛЕР
HPZ	8	5	ОМЯГЦХАКИМЯГЦХАКДСШР
HPZ	8	6	ОМЯГЗУЩТЖЭМФХАКХФМЯГЦХАКИФЦГЯМИКАХФМЭЖТ
HPZ	8	7	ОФХАКЛИМЯГЦХАКЛЕР
HPZ	8	8	ОФХАХЦГЯГЦФМЭЖТЩУЗГЦХАДАХЦГЯМИЛЕР
HPZ	8	9	ОФЦГЗУЩТ
HPZ	8	10	ОФХАКИМЭЖТ
HPZ	8	11	ОФХАХЦГЯЗУЩЖВЭМФЦГЯМФХАКИМЭЖТ
HPZ	8	12	ОФХАКИМЭЖТ
HPZ	8	13	ОФХАХФИЛЕРШСДАХЦГЯМФЦГЯМФЦХАКИМЭЖТ
HPZ	8	14	ОИЛЕР
HPZ	8	15	ОМЯГЦХАХЦГЯМФХАКИМЭЖТ
HPZ	8	16	ОФЦГЯМИКАХЦГЯМИКАДАХЦГЯМФХАХФИКАКИМЭЖТ
HPZ	8	17	ОФЦГЗУЩЖЭЯГЦХАКИМЯГЦХАКЛЕР
HPZ	8	18	ОФЦГЯЭЖТ
HPZ	8	19	ОФХАХКИМЯГЦХФИЛИМЭЖТ
HPZ	8	20	ОИКАДАХЦГЗУЩТ
HPZ	8	21	ОКОЕЦОЫТОГОВРЕМЕИФЦГЦХАКХФИКХЦГЯМИКАХЦХАКИМЯГЯЭЖТ
HPZ	9	1	ОМЭЖТЖЭЯГЦХАХКЛЕР
HPZ	9	2	ОФЦГЦХАХЦГЯМИЛЕР
HPZ	9	3	ОМЭЖТ
HPZ	9	4	ОФЦГЯМЭЖТ
HPZ	9	5	ОФХАХЦГЦФОЫОМЭЖТ
HPZ	9	6	ОИКАХЦГЦЯМИКАКЛЕР
HPZ	9	7	ОФЦГЦХАКИМЭЖТ
HPZ	9	8	ОМЯГЦХАХФМЯГЦХАКИМЭЖТ
HPZ	9	9	ОФЦГЯМФЦГЯМФХАХФОЫОМЭЖТ
HPZ	9	10	ОФХАХЦГЯМИКАХФИЛЕР
HPZ	9	11	ОМЯГЦХАКИМЭЖТ
HPZ	9	12	ОФЦГЯЭЖТ
HPZ	9	13	ОФХАХЦГЯМФХЦГЗУЩУЗГЦХАДСШР
HPZ	9	14	ОФЦГЦХАКЛЕРШСДАХФИЛЕР
HPZ	9	15	ОФЦГЦХАКИМЭЖТ
HPZ	9	16	ОФХАХЦГЯЭЖТ
HPZ	9	17	ОФХАКИМЭЖТ
HPZ	9	18	ОФХАДАХЦГЗУЗЦХАКИМЭЖТ
HPZ	9	19	ОФХАКЛЕР
HPZ	9	20	ОФЦГЯМИКАХЦГЯЭЖТ
HPZ	9	21	ОФХАДАКХЦГЦХКИМЭЖТ
HPZ	9	22	ОФХАХФМЭЖТ
HPZ	9	23	ОФЦГЯЭЖТ
HPZ	9	24	ОФХАКИМЯГЦХАКИФЦГЦХАДСШР
HPZ	9	25	ОФХАХФМЯГЦХАДХЦГЯМИКАХЦГЯЭЖТ
HPZ	10	1	ОФЦГЗУЩТ
HPZ	10	2	ОФХАДСШР
HPZ	10	3	ОФЦГЦХАКИМЯГЦХАКЛЕР
HPZ	10	4	ОМЯГЯМИКАХЦГЗУЩЖЭМИЛЕРЕЛИМЭЖТ
HPZ	10	5	ОМЯГЦХАКИОЫОМЭЖТ
HPZ	10	6	ОФЦГЯМФХАХЦГЯЭЖТ
HPZ	10	7	ОФЦГЦХАДСШР
HPZ	10	8	ОМЯГЦХАХЦГЯМФХАДСШР
HPZ	10	9	ОФЦГЦХАКИМЭЖТ
HPZ	10	10	ОФХАХЦГЯМИЛЕР
HPZ	10	11	ОФЦГЦХАКИМЭЖТ
HPZ	10	12	ОФХАХФЦГЯМФХАХЦГЗУЗЦФМЭЖТ
HPZ	10	13	ОФХАХЦГЯЭЖТ
HPZ	10	14	ОФХАКИМЭЖТ
HPZ	10	15	ОФХАКИМЭЖТ
HPZ	10	16	ОФХАХЦГЯМФХАДСШР
HPZ	10	17	ОМЯГЦХАДАХАДХЦГЯМФЦГЗУЩТ
HPZ	10	18	ОФЦГЯМОЫОИЛЕР
HPZ	10	19	ОФХАХФМЯГЗУЩТЖЭЯГЦХАКЛЕР
HPZ	10	20	ОФЦГЦХАХАХФМЯГЦХАХФМЭЖТ
HPZ	10	21	ОМЭЖТ
HPZ	10	22	ОФХАХЦГЯЭЖТЩУЗГЦХАКЛБЕШСДСШР
HPZ	10	23	ОМЯГЦХАКИМФХАКИМЭЖТ
HPZ	10	24	ОФЦГЯМЭЖЩУЗГЦХАХЦФЦГЦХАКИМЭЖТ
HPZ	10	25	ОМЯГЦХАХЦГЯЦХАКИМЭЖТ
HPZ	10	26	ОФЦГЦХАКИМЯГЦХАХЦГЯЭЖТ
HPZ	10	27	ОФХАХФМИКДСШР
HPZ	11	1	ОФЦГЯМФЦГЗУЩТЩУЗГЦХАКИМЯГЦХКИМЭЖТ
HPZ	11	2	ОФХАХЦГЯМФХАКЛЕР
HPZ	11	3	ОФЦГЦХАХЦГЯЭЖЩУЗГЯЭЖТ
HPZ	11	4	ОФХАХЦГЯМФЦГЦХАКИМЭЖТ
HPZ	11	5	ОФХАКИФЦГЯМФХАКИМЭЖТ
HPZ	11	6	ОФХАКИФЦГЯМФХАКИМЯГЦХАКИМЭЖТ
HPZ	11	7	ОФЦГЦХАКИФЦГЯМИКАДСШР
HPZ	11	8	ОФХАКИМЭЖТ
HPZ	11	9	ОФЦГЦХАКИФЦГЗУЩТЩУЗЦХАХЦГЯЭЖЩУЗЦХАКИФЦГЦХАКИФЦГЯЭЖТ
HPZ	11	10	ОФХАКИМЯГЦХАКЛЕРШСДАХЦГЯМИЛЕР
HPZ	11	11	ОФЦГЦХАДСШР
HPZ	11	12	ОМЯГЦХАКИФЦГЯЭЖТЩУЩТЩУЗЦХАХЦХАКИМЭЖТ
HPZ	11	13	ОФХАХЦГЦХАКИМЭЖТ
HPZ	11	14	ОФХАХЦГЦХАКИМЭЖТ
HPZ	11	15	ОФЦГЯМФХАКИМЭЖТ
HPZ	11	16	ОФХАХЦГЦХАКЛЕРШСДХЦГЦХАДСШР
HPZ	11	17	ОФХАХЦФМЯГЦХАКИМЯГЦХЦГЯЭЖТ
HPZ	11	18	ОФЦГЦХАКИФХАХЦГЯЭЖЩУЗЦФИКАХЦХАКЛЕРШР
HPZ	11	19	ОМЯГЦХАКЛЕРШСДАХЦГЯМИКАХФИКХФИЛЕР
HPZ	11	20	ОМЯГЦХАХЦГЯЭЖТЩУЗГЦХЦГЦХКИМЭЖТ
HPZ	12	32	ОФЦГЦХАКИМЭЖТ
HPZ	12	1	ОФЦГЗУЗГЦХАКИФЦГЯМФХАКИФЦГЯМФХАКИМЯГЦХАКИМЭЖТ
HPZ	12	2	ОФЦГЦХАКИМЭЖТ
HPZ	12	3	ОФЦГЯМФХАКЛКХЦГЯМИКАХФМЭЖТ
HPZ	12	4	ОФХАДСШР
HPZ	12	5	ОФЦГЦХАКИФЦГЯЭЖТ
HPZ	12	6	ОФХАКИМЯГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	12	7	ОФХАКИМЭЖТ
HPZ	12	8	ОФХАКИМЯГЦХАКИМЭЖТ
HPZ	12	9	ОФХАХЦГЯМИКАКЛЕР
HPZ	12	10	ОМЯГЦХАКИМЭЖТ
HPZ	12	11	ОФХАХЦГЯМИКАХФОЫОИЛЕР
HPZ	12	12	ОМЯГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	12	13	ОМЯГЦХАКИМЭЖТ
HPZ	12	14	ОФЦГЦФИКАХЦГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	12	15	ОФЦГЦХАХЦГЦХАКЛЕРШСДАХФМЯГЦХАКИМЭЖТ
HPZ	12	16	ОФХАХЦГЯЭЖТ
HPZ	12	17	ОФЦГЦХАКИМЭЖТ
HPZ	12	18	ОФХАКИМЭЖТ
HPZ	12	19	ОФЦГЦХАКИМЭЖТ
HPZ	12	20	ОФЦГЦХАКИЛЕР
HPZ	12	21	ОФЦГЦХАКИМЭЖТЩУЩУЩТ
HPZ	12	22	ОФХАКИМЯГЦХАКИМЭЖТ
HPZ	12	23	ОФХАКИМЭЖТ
HPZ	12	24	ОФЦГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	12	25	ОФХАХЦГЯМИКАДСШР
HPZ	12	26	ОМЯГЦХАКИМЭЖТ
HPZ	12	27	ОФХАХЦГЦХАКИМЭЖТ
HPZ	12	28	ОФХАХЦГЦФМЭЖТ
HPZ	12	29	ОФХАКИМЭЖТ
HPZ	12	30	ОФХАКЛИМЭЖТ
HPZ	12	31	ОФЦГЦХАКИМЭЖТ
HPZ	12	33	ОФЦГЦХАКИМЭЖТ
HPZ	12	34	ОФЦГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	12	35	ОФЦГЦХАХКЛЕРШСДАХЦГЯМИКАХФМЭЖТ
HPZ	12	36	ОФХАКИМЭЖТ
HPZ	12	37	ОФХАХЦГЯЭЖТ
HPZ	12	38	ОМЯГЦХАХЦГЯЭЖТ
HPZ	12	39	ОФЦГЦХАХКИФЦГЦХАХФИКАХФМЭЖТ
HPZ	12	40	ОФХАКИМЭЖТ
HPZ	12	41	ОФЦГЦХАКИМЭЖТ
HPZ	12	42	ОФЦГЦХАКИМЭЖТ
HPZ	12	43	ОФХАХЦГЯМИКАДСШР
HPZ	13	28	ОФЦГЦХАКИМЭЖТ
HPZ	13	1	ОФЦГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	13	2	ОФЦГЯМФХАКИМЯГЦХАДСШР
HPZ	13	3	ОМЯГЦХАХЦГЯМЭЖТ
HPZ	13	4	ОФЦГЦХАКИМЭЖТ
HPZ	13	5	ОФЦГЦХАДСШР
HPZ	13	6	ОФЦГЦЯМИКАКИМЭЖТ
HPZ	13	7	ОФЦГЦХАКИФЦГЯМФХАКИФЦГЦХАКИМЭЖТ
HPZ	13	8	ОФМЯГЦЯМФИКАХАКИМЯГЦЯМИКАДСШР
HPZ	13	9	ОМЯГЦЯЭЖТ
HPZ	13	10	ОФМЯГЦЯМИКАХКИМЯГЯМИКАДСШР
HPZ	13	11	ОФЦГЦФИКАХЦГЯМИКАХЦГЯМИКАХФМЯГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	13	12	ОФХАХЦГЯМИКАХФМЯГЯМИКАХЦГЦФМЭЖТ
HPZ	13	13	ОФЦГЦХАКИМЯГЦХАКИМЭЖТ
HPZ	13	14	ОФЦГЦХАКИФЦГЯМИКАХЦГЦФИКАХФИКАКИМЭЖТ
HPZ	13	15	ОФЦГЦХАКИМЭЖТ
HPZ	13	16	ОФЦГЦХАХФМЭЖТ
HPZ	13	17	ОФЦГЦХАКИМЭЖТ
HPZ	13	18	ОФХАХЦГЯМИКАХЦГЦХАДСШР
