seria 4-48-5
mouse	session	trial	line
G	5	12	ОФЦГЯЭЖТЩУЩТ
G	5	13	ОФХАКЛЕРШСДАХЦГЯЭВЖТ
G	5	14	ОФХАХЦГЯЭЯГЦХАКИМЯГЦФОЫОФХАКИМЯГЦФИМЭЖЩУЗГЦХАХЦГЯКОЕЦОЫТОГОВРЕМЕИГЯЭЖТ
G	6	1	ОФЦГЯМИКАХФОЫОМЭЖТ
G	6	2	ОФХАХЦГЯМФХЦГЗУЗЦХАКЛЕР
G	6	3	ОФЦГЯЦХАХФЦГЦХАХЦФМЯГЦХАКЛЕР
G	6	4	ОФХАКИМЯГЦХАКАХФОЫОМЯГЦФМЭВЖТ
G	6	5	ОФЦГЯГЦХАКИМЯГЦХАКЛЕР
G	6	6	ОФХАХЦГЯЭЖТ
G	6	7	ОФХАДСШР
G	6	8	ОФЦГЯМФХАХЦГЯМИКАХФОЫОИЛЕР
G	6	9	ОФХАХЦГЯМОЫОМЭЖТ
G	6	10	ОФХАХЦГЯЭЖТ
G	6	11	ОИКАКЛЕР
G	6	12	ОФХАХЦГЦХАКЛЕР
G	6	13	ОМЭВЖТЩУЗГЦХАКХЦХЦГЗУЗГЦХАКЛЕР
G	6	14	ОМЯГЦХАКЛЕРШСДСШР
G	6	15	ОФХАХФЦГЯЭЖТ
G	6	16	ОФХАХЦГЯМИЛЕР
G	6	17	ОФЦГЦФМЭЖТ
G	6	18	ОФХАХЦГЯГЦФМЯГЦФМЭЖТ
G	6	19	ОФЦГЯМИКАДСШР
G	7	1	ОФЦГЯМФЦГЯМФХАКЛЕР
G	7	2	ОФЦГЯЦХАДСШРШСДАХЦГЗУЩТ
G	7	3	ОФЦГЯМИКАКХЦГЯЭЖТ
G	7	4	ОФХАКЛИФХАКИФЦГЯЭЖТЩУЗГЦХАКЛЕРШСДХЦГЦХАДХЦГЦХАХФОЫОМЭЖТ
G	7	5	ОФХАКЛЕР
G	7	6	ОФХАКЛИМЯГЦХАКИМЯГЦФОЫОИЛЕР
G	7	7	ОМЯГЦХАХФМОЫОФХАКЛЕР
G	7	8	ОФЦГЯГЦХАХАДСШСДСШСДАХЦГЯЭЖТ
G	7	9	ОФХАКЛЕР
G	7	10	ОФЦГЯГЦХАКАХЦГЦФОЫОФХАКЛЕР
G	7	11	ОМЯГЦХАХФМЯГЦХАХЦГЯМФХАКИМЭЖТ
G	7	12	ОФХАКЛЕР
G	7	13	ОФЦГЯЭЖТЩУЗГЦХАКЛЕРШСДСШР
G	7	14	ОМЭЖТЩУЗГЦГЯГЗУЩТ
G	7	15	ОФХАКЛЕР
G	7	16	ОФХАКЛЕР
G	7	17	ОМЭМФХЦГЗУЩТ
G	7	18	ОФХАКИОЫОФЦГЗУЩТ
G	7	19	ОФХАКИКАДСШР
G	8	1	ОФЦГЯЭЖТ
G	8	2	ОФХАКДСШР
G	8	3	ОФЦГЦФХАХЦГЯМОЫОМЭЖТ
G	8	4	ОФХАХЦГЗУЩТ
G	8	5	ОФХАДСШР
G	8	6	ОФХАХЦГЯГЦХАКИМЯГЦХАДСШР
G	8	7	ОФХАХЦГЯЭЖТ
G	8	8	ОФХАХЦГЯГЦХАДСШР
G	8	9	ОМЯГЦХАКИМЯГЦФОЫОМЭЖЩУЗГЦХАДСШР
G	8	10	ОМЯГЦХАДАХЦГЯМИКАХЦГЦХАХАХЦГЦХАХФОЫОМЭЖТ
G	8	11	ОФЦГЦФМЭЖТ
G	8	12	ОФХАКИМЯГЦХАХЦГЦХАДХФМЯГЦХАКИЛЕР
G	8	13	ОМЭЖТ
G	8	14	ОФХАКИМЭЖТ
G	8	15	ОФЦГЗУЗЦХАХДСШРШСДАХЦГЦХАКИМЭЖТ
G	8	16	ОФХАХЦГЦХАКАХАХЦГЯМИКАХЦГЦФМЯГЦХАКИМЯГЗУЗЦХАКЛЕР
G	8	17	ОФХАХЦГЯМФХАХЦГЦХАХФЦГЦХАКИМЯГЦХАХЦХАКЛЕР
G	9	1	ОФЦГЯМИКАХЦГЗУЩТ
G	9	2	ОФЦГЦХАДХЦГЯМФХАХЦГЦФОИФЦГЦХАКИФЦГЗУЗГЦХАХАХАХКЛЕР
G	9	3	ОФХАХЦГЯГЦХАКИМЭЖТ
G	9	4	ОФЦГЦХАКИФЦГЦФХАХАКЛЕР
G	9	5	ОФЦГЦХАХЦГЯЭЖТ
G	9	6	ОФЦГЦХАКИФЦГЯМОЫОИЛЕР
G	9	7	ОФХАХЦГЦФИКАХЦГЯГЦХАКЛЕР
G	9	8	ОФХАХЦГЦХАКИМЭЖТ
G	9	9	ОФХАХЦГЦФОЫОИЛЕР
G	9	10	ОФЦГЦХАХФМЯГЦХАКЛЕР
G	9	11	ОМЯГЦХАХЦГЯМИЛЕР
G	9	12	ОФЦГЦХАКИФХАХЦГЯГЦГЦХАКЛЕР
G	9	13	ОФЦГЦХФИЛЕР
G	9	14	ОФХАХЦГЯЭМИКАХЦГЦХАХФМЭЖТ
G	9	15	ОФХАХЦГЦХАКДХЦГЯМИКАХЦГЦХАХКЛЕР
G	9	16	ОФХАХЦГЦФМЯГЦХАХФЦГЦХКЛЕР
G	9	17	ОФХАХЦГЦФИКАХЦГЦХКЛЕР
G	9	18	ОФХАХФМЭЖТЩУЩЖЭМИЛЕР
G	9	19	ОФЦГЦХАКХАКИОЫОМЭЖТ
G	9	20	ОФХАХЦЯГЦХАКЛЕР
G	10	1	ОФЦГЯЭЖТЖЭМИКАХЦГЦХАКЛЕР
G	10	2	ОФЦГЦХАКИКХФМЯГЯМИЛЕР
G	10	3	ОФЦГЦХАДСШР
G	10	4	ОФЦГЦХАКИМЯГЦХАХЦЯГЦХАКЛЕР
G	10	5	ОФХАХЦГЯМИКАХЦГЯМИЛЕР
G	10	6	ОФЦГЯМИКАХФМЭЖТ
G	10	7	ОФХАКЛЕР
G	10	8	ОФЦГЯМИКАХЦГЯМИКАХЦГЯЭЖЩЖЭЯГЦФИЛЕР
G	10	9	ОМЯГЦХАКЛЕР
G	10	10	ОФЦГЦХАХФЦГЗУЗЦХАКЛЕР
G	10	11	ОФЦГЦХАКЛЕР
G	10	12	ОФХАДСШР
G	10	13	ОФЦГЯМИКАХЦГЦФИЛЕР
G	10	14	ОМЯГЦХАКЛЕР
G	10	15	ОФЦГЯГЦХАХЦГЯМИКАХАКЛЕР
G	10	16	ОФХАХЦГЯМИКАКИКАКАХФМЭЖТ
G	10	17	ОФЦГЦХАКЛЕР
G	10	18	ОФЦГЦХАХДСШР
G	10	19	ОФХАХЦГЦФМЭЖЩУЗГЦХАКЛЕР
G	10	20	ОФХАКЛЕР
G	10	21	ОФЦГЦХАКЛЕР
G	10	22	ОФХАКЛЕР
G	10	23	ОФЦГЦФЦГЦХАХАКИМЯГЦХАХЦГЯМИЛЕР
G	10	24	ОФХАХЦГЯМЯГЦХАКЛЕР
G	10	25	ОФХАХЦГЦГЦХАКЛЕР
G	10	26	ОФХАХЦГЦХАКЛЕР
G	10	27	ОФХАХЦГЯМИЛЕР
G	10	28	ОФЦГЦХАКАХЦГЦХАДСШР
G	10	29	ОФХАХЦГЯЭЖТЩУЗГЦХАКЛЕР
G	10	30	ОФЦГЦФХАХФОЫОИЛЕР
G	10	31	ОФЦГЦФИЛЕР
G	10	32	ОФЦГЦХАХЦГЦФМЯГКОЕЦОЫТОГОВРЕМЕИЯЭЖТ
G	11	1	ОФЦГЯЭЖТЖЭЯГЦХАКЛЕРШСДАХЦГЦХАКЛИМЯГЦФОЫОМЯГЦХАКИФЦГЗУЗЦХАКЛЕР
G	11	2	ОФХАХЦГЯЭЖТЩУЗГЦФОЫОФХКЛЕР
G	11	3	ОФЦГЯМИЛЕР
G	11	4	ОФЦГЯМИЛЕР
G	11	5	ОФЦГЯЭМИЛЕР
G	11	6	ОФЦГЦФМЭЯГЦХАКЛЕР
G	11	7	ОФЦГЯМИЛЕР
G	11	8	ОФЦГЦХАХЦГЦФХАКЛЕР
G	11	9	ОФЦГЯМИКАХЦГЦФХАХФМЭВЖТЩУЗГЦХАДСШР
G	11	10	ОФЦГЦФИЛЕР
G	11	11	ОФХАХЦГЯМЭМИКАХЦГЯЦФИЛЕР
G	11	12	ОФЦГЦХАКЛЕР
G	11	13	ОФЦГЯМИЛЕР
G	11	14	ОФХАХФОЫОИЛИЛЕР
G	11	15	ОФЦГЦХАХФИЛЕР
G	11	16	ОФЦГЦФИЛЕР
G	11	17	ОФЦГЦХАХФИЛЕР
G	11	18	ОФЦГЗУЩЖЭМИЛЕР
G	11	19	ОФЦГЗУЩТ
G	11	20	ОФЦГЗУЩТ
G	11	21	ОФЦГЯЭЖТЖЭЯГЦХАКЛЕР
G	11	22	ОФЦГЗУЗЦХАХФИЛЕР
G	11	23	ОФХАДХЦХДСШР
G	11	24	ОФЦГЦФОЫОФЦГЯЭВЖТ
G	11	25	ОФХАХЦГЯМИОЫОИЛЕР
G	13	1	ОФЦГЯМФЦЯМФЦЗУЩТ
G	13	2	ОФХАКЛЕР
G	13	3	ОФЦГЯМФХАХЦГЯМОЫОИЛЕР
G	13	4	ОФХАХЦГЗУЩУЗЦХАДСШРШСДСШР
G	13	5	ОФЦГЦХАХЦГЯМИКАХЦГЦФИЛЕР
G	13	6	ОФЦГЗУЩТ
G	13	7	ОФХАХЦГЯЭВЭМИКАКЛБЛКАКЛЕР
G	13	8	ОФЦГЦХАХФОЫОИЛЕР
G	13	9	ОФЦГЯМИКАХЦГЯЭВЭМИКАКЛЕР
G	13	10	ОФМЯГЦГЯМФИКАХАКДХКЛЕР
G	13	11	ОФИКАХАКЛЕР
G	13	12	ОФЦГЦФХАХЦГЗУЩТ
G	13	13	ОФЦГЦХАХЦХАКИМЯГЦФИКАДАХЦГЯЭВЖТЩУЗЦФОЫОИЛЕШСДАХЦЯЭЖТ
G	13	14	ОФЦГЯЭВЭМИКАХЦГЦФИКАХФИЛЕР
G	13	15	ОФЦГЦХАХФИКАХЦГЗУЩТ
G	13	16	ОФХАДСШРШСДСШР
G	13	17	ОФЦГЦХАХФИКАХАХЦГЯМИКАХЦГЯЭЯГЦХАКЛЕР
G	13	18	ОФЦГЦХАКХЦЗУЩТЩУЗГЦХДСШРЕЛИМЭЖТЖЭМФХАДСШР
G	13	19	ОФЦГЦХАКЛКАХФХАКЛЕР
G	13	20	ОФЦГЯЭВЭМИКАХЦГЦХАКЛЕР
G	14	1	ОФЦГЯМФЦГЯМИКЛЕР
G	14	2	ОФЦГЦХАКЛЕР
G	14	3	ОФЦГЯЭЖТ
G	14	4	ОФЦГЦХАХФИКАХФИЛЕР
G	14	5	ОФЦГЗУЩТ
G	14	6	ОФЦГЦХАКЛЕР
G	14	7	ОФЦГЦХАХЦЯМИКАКЛЕШСДСШР
G	14	8	ОФЦГЗУЩТ
G	14	9	ОФХАХФИЛЕР
G	14	10	ОФЦЯЭВЭ
G	14	10	ЯГЦФИКАХФИЛЕР
G	14	11	ОФХАДСШР
G	14	12	ОФЦГЦФИКАКЛЕР
G	14	13	ОФХАКЛЕР
G	14	14	ОФХАХЦХАКИМЯГЦХФИКАХЦГЗУЩЖЭМИКАКИМЯГЦХЦГЯЭЯГЯМИЛЕР
G	14	15	ОФХАХФОЫОФХАКЛЕР
G	14	16	ОМЭВЖЩУЗГЦХКИЛКЛЕР
G	14	17	ОФХАКЛЕР
H	22	4	О
H	22	1	ОФЦГЯЭВЭМИЛЕР
H	22	2	ОФХАДХЦГЯЭЖТ
H	22	3	ОФЦГЯМИЛБЕР
H	22	4	ФХАКИМФХФМЯГЗУЩТ
H	22	5	ОФХАКИФХЦХАХЦЯЭЖЩУЗГЦФИЛЕРШСДСШР
H	22	6	ОФХАКЛИМЯГЗУЩТЩУЗГЦХАДСШР
H	22	7	ОФЦГЦФИКАХЦГЯЭВЭМИЛЕР
H	22	8	ОФЦГЯГЦФИКАХЦГЯМИКАХЦГЯМФХАХЦГЦХАДСШР
H	22	9	ОФХАКИОЫОМЯГЗУЩТ
H	22	10	ОФЦГЯЭЖЩУЗГЦХАКИФХАХЦГЦХАХЦГЯМИЛЕР
H	22	11	ОФЦГЦХАДСШР
H	22	12	ОФЦГЦФХАХЦГЯМИКАХЦГЦХАХЦГЯГЦФИКАКЛЕР
H	22	13	ОФЦГЦФИКАХЦГЦХАХКИМЭЖТ
G	15	1	ОФХАДСШР
G	15	2	ОФХАХЦГЗУЩТЖВЭЖЩУЗГЦФОЫОФХКИЛЕР
G	15	3	ОФХДСШСДХФМЯГЦФИЛИМЭВЖТ
G	15	4	ОФХАКИКАКАДСШР
G	15	5	ОФХАХФЦФОЫОИЛЕР
G	15	6	ОФХФИЛЕР
G	15	7	ОФЦЯГЯМИКАХЦЗУЩТЩУЗЦФИКАДСШР
G	15	8	ОФЦЯМИКАХЦЯЭМЭВЭМИЛЕР
G	15	9	ОМЯГЦХАХФОЫОИФЦЯМИКХЦЗУЩТ
G	15	10	ОФХКЛЕР
G	15	11	ОФЦЯМЯЦХАКИМЯГЯМФЦФИКЛИОЫОФХАДСШР
G	16	1	ОФХАКЛЕР
G	16	2	ОФЦЯЭЖТ
G	16	3	ОФЦЯЭЖТ
G	16	4	ОФХЦЗУЩТЩУЗЦФОЫОМЭЖТ
G	16	5	ОФХАКЛЕР
G	16	6	ОФХАДСШР
G	16	7	ОФЦЯГЦХАКИМЯГЦХФХКЛЕР
G	16	8	ОФХФИЛЕР
G	16	9	ОМЭВЭЯГЦФХФМЯЦХКИФЦЯМФИКХЦЯМФХАХФИКЛЕР
G	16	10	ОФХАХФМЭЖТ
G	16	11	ОИКАКЛЕР
G	16	12	ОФХАХЦГЗУЩТ
G	16	13	ОИЛИКАДСШР
G	16	14	ОФЦГЗУЩТ
G	16	15	ОИКАКИМЯГЦХФЦФМЭЖТ
G	17	1	ОФЦЗУЩТ
G	17	2	ОФХФМЯГЗУЩТ
G	17	3	ОФЦЯЭМИКЛЕР
G	17	4	ОФХЦЯЗУЩТ
G	17	5	ОМИКХЦЗУЗЦФОЫОИЛЕР
G	17	6	ОФХДСШР
G	17	7	ОФХКИМЯГЦХАХЦЯМИЛЕР
G	17	8	ОФЦЯЭЯГЦФОЫОИКИЛЕР
G	17	9	ОФЦЯГЦХДСШЕШСШР
G	17	10	ОФМИЛЕР
G	18	1	ОФХАКЛЕР
G	18	2	ОФЦГЗУЩТ
G	18	3	ОФЦЯМОЫОФХАХЦЗУЩТ
G	18	4	ОФХАКЛБЛИКАХЦГЗУЩТ
G	18	5	ОИЛЕШСДХЦЯЭВЖТ
G	18	6	ОИЛЕР
G	18	7	ОФХАДСШР
G	18	8	ОФХАХЦГЦХКЛЕР
G	18	9	ОФХФМЯГЦФМЭЖТ
G	18	10	ОИКАХФМЯГЦХКИМИЛЕР
G	18	11	ОФХАХЦГЯГЗУЗЦФМЭЖТ
G	18	12	ОИЛЕР
G	18	13	ОФХАДСШР
G	18	14	ОИКХКИМЯГЦФИЛЕР
G	18	15	ОФХАКЛЕР
G	18	16	ОМЯГЦФМЯЗУЩТ
G	19	1	ОФЦГЗУЩТ
G	19	2	ОФХАКИМЯЗУЩУЗГЦФМИЛЕР
G	19	3	ОФИЛЕР
G	19	4	ОФМЭВЖТ
G	19	5	ОФХАКЛЕШСДХЦЯГЦФМЭЖТ
G	19	6	ОФЦЯЗУЗГЦХАКЛЕР
G	19	7	ОФХКИМЯГЦЯЭЖТ
G	19	8	ОФХФХФОЫОФХКЛЕР
G	19	9	ОФХКИМИМЭЖТ
G	19	10	ОФХФОЫОМЭЖТ
G	20	1	ОФЦЯЭЖТ
G	20	2	ОФХКЛКИМЯГЦФОЫОИЛЕР
G	20	3	ОФХЦЯЭЯЦХЦЗУЩТЩУЗГЦХКЛЕР
G	20	4	ОФЦЯМИКАХЦЯЭВЖТЩУЗЦФИЛЕР
G	20	5	ОФМЭЯЦХКИМЯЦЯЦФМЭЖТ
G	20	6	ОФХДСШРЕР
G	20	7	ОФХФИЛЕШСДАХЦЯМОЫОИЛЕР
G	20	8	ОФХДСШР
G	21	1	ОФХКЛЕР
G	21	2	ОФЦЗУЩТЩУЗЦФМЭЯГЦХАКЛЕР
G	21	3	ОФХКИМОЫОФМЯГЦХКИМЭВЖТЩУЩТ
G	21	4	ОФХКЛЕР
G	21	5	ОФЦЯМИКАХФИЛЕР
G	21	6	ОФЦЗУЩТЩУЗГЦФМЭВЖТ
G	21	7	ОФИЛЕР
G	21	8	ОФИМЭЖТ
G	22	1	ОФЦГЗУЩТ
G	22	2	ОФХАХЦГЯЭМИКАДСШР
G	22	3	ОФХАХЦГЯГЦХФОЫОФХКЛЕР
G	22	4	ОФЦГЦХАХЦЗУЩТ
G	22	5	ОФХКЛЕР
G	22	6	ОФХАХФМЯГЯЦХКИЛЕР
G	22	7	ОФИЛЕР
G	22	8	ОФХАКХЦГЦФМЭЖТЩУЗГЦФИЛЕР
G	22	9	ОФХАХЦГЗУЩТ
G	22	10	ОФХАДАХЦГЗУЩТЖЭЯГЦХАХЦГЯМИКАХФИЛЕР
G	22	11	ОФХАКИМЯГЦХАХЦГЗУЗЦХАКИМЯГЦХАХЦЯМЭЖТ
G	22	12	ОФХАХЦГЗУЩУЗЦХКИМЯГЦХАХЦЯЭЖТ
G	22	13	ОФХАКИМЯГЦХАКХЦГЦХФЦФМЯГЦХАХФИЛЕР
G	22	14	ОФХАКИМЯГЦХАХФМФХАХЦГЗУЩТ
G	22	15	ОФЦГЦХАКИМЯ
G	22	15	ГЦХАХФИКАХЦГЯГЦХАКИМЯГЦХКЛЕР
G	22	16	ОФХАДХЦГЦХАКИМЯГЦХАХЦХАДСШР
H	4	2	ОФЦГ
H	4	1	ОФХАКЛЕР
H	4	2	ЯЭЖТЖЭМОЫОФХАДСШР
H	4	3	ОФЦГЯЭЯГЦХАКИМЯГЦФМЯГЦХАДСШР
H	4	4	ОМЯГЗУЩТ
H	4	5	ОФХАКЛЕР
H	4	6	ОФЦГЯМИЛЕР
H	4	7	ОФХАКАДАХЦГЗУЩТЖВЖТ
H	4	8	ОФХАХЦГЗУЩТЖЩУЗЦФИЛЕРШСШР
H	4	9	ОФХАХЦГЗУЗГЦХАКИОЫОМЯГЗУЩТ
H	4	10	ОФХАКЛЕШСДСШР
H	4	11	ОФХАКХЦГЯЭВЖТ
H	4	12	ОМЯГЯГЦФОЫОФХАКЛЕРШСДСШР
H	4	13	ОФХАКЛЕШР
H	4	14	ОФХАДСШЕРШСДСШРЕЛКАКОЕЦОЫТОГОВРЕМЕИАХЦГЗУЩТЩУЗГЦФЦФМЯГЦХАКИОЫОФХАХЦГЯМИЛЕР
H	1	1	ОФЦГЦФОЫОФХКЛКАХЦЗУЩТЖЭЯГЗУЩУЗЦФОЫОФИЛЕРШСДАКЛЕР
H	1	2	ОМЭЯГЯЭВЭЯГЗУЗГЯМОЫОИЛЕРШСДАКЛКАКИМЯГЯЭЖТЩУЗГЯМОЫОИЛБЕР
H	1	3	ОФЦЗУЩТЖЭМИКАДХЦЗУЗЦХАКЛЕР
H	1	4	ОФХАДСШРШСДАХЦГЦХАКАКИЛЕРШСДХЦХКИМЯГЯМФХДСШР
H	2	1	ОФХАКЛЕР
H	2	2	ОФЦГЗУЩТ
H	2	3	ОФХАДСШР
H	2	4	ОФЦЗУЩТЖЭМИКАХЦФОЫОФХАКЛЕР
H	2	5	ОФЦЗУЩТЖВЭМИКАКИФХКИФХАДСШР
H	2	6	ОФЦЯЭЖТЩУЗГЦФОЫОФХАХДСШСДАХЦЯМИФХЦГЗУЗГЦФХАДСШР
H	2	7	ОФЦГЯГЦХАДСШРШСДАКИФХАКИКХЦГЯЭЯГЦФМЯГЦХКХФОЫОИЛЕР
H	2	8	ОФЦГЯМИЛЕРШСДАХЦГЦХАКИФЦГЯЭЖТ
H	3	1	ОФЦЗУЩТЖЭЯГЦХАКЛЕР
H	3	2	ОМЭЖТЩУЗГЯЦФОЫОФХАДСШЕЛИФЦГЯЭЖЩУЗЦФМЭЯГЦХАКЛЕР
H	3	3	ОМЯГЦГЦХАКЛЕР
H	3	4	ОМЯГЗУЗЯЭВЭЯЦФМЯГЦХАКЛЕР
H	3	5	ОИЛКАХЦГЯМОЫОИКАДСШР
H	3	6	ОФЦГЯЭЖТЩТ
H	3	7	ОФХАХФХАКИФХАХЦГЗУЩТ
H	3	8	ОМЯГЦХАКИОЫОМЯГЯЭЖТ
H	3	9	ОФХАКАХЦГЯЭВЖТЩУЗГЦХАКИМЭМОЫОФХАХФЦГЯГЦХАКЛКАКЛЕРШР
H	5	1	ОФХАДСШРЕЛКАХЦГЗУЩТ
H	5	2	ОФЦГЦХАКЛКАХЦГЗУЩТ
H	5	3	ОФХАКИМЯГЯЭВЭМОЫОФХАДАХЦГЗУЩТ
H	5	4	ОФХАКЛЕР
H	5	5	ОФЦГЗУЗГЦХАКИФХАКЛИФХАКИФЦГЯЭВЭМОЫОИЛЕР
H	5	6	ОФХАКЛЕР
H	5	7	ОФЦГЯГЦФМЯГЦХАКЛЕР
H	5	8	ОМФХАХЦГЦФХАКАДСШР
H	5	9	ОФЦГЯЭЖТ
H	5	10	ОФХАКИМЯГЗУЩТЩУЗГЦХАКИФЦГЗУЩТЩУЗЦХАДСШР
H	5	11	ОФХАХАХЦГЦГЯЭВЖТЖЭЯГЦФОЫОФХАКАДАХЦГЗУЗГЦФХАКЛБЕР
H	11	10	ОФЦГЯЭЖЩТ
H	11	1	ОФЦГЯЭВЖТ
H	11	2	ОФХАКЛЕР
H	11	3	ОФЦГЗУЩТЩУЗГЦХАДСШР
H	11	4	ОФЦГЦХАХФМЯГЦФОЫОФХАКИМЯГЯЭЖЩУЗГЦФМЭЖТ
H	11	5	ОФХАКИМЯГЦХАКЛЕРШСДАХФОЫОМЯГЦХАХЦГЯМИЛЕР
H	11	6	ОФЦГЦХАХФМЯГЦХАКИМЭЖТ
H	11	7	ОФХАХЦГЦХАХФМЭЖТЩУЗГЦФИКАХЦГЯЭЖТ
H	11	8	ОФХАКИОЫОМЯГЦХАКЛЕР
H	11	9	ОФХАХЦГЯМИКАКЛЕР
H	11	11	ОФХАКИМЯГЦХАХЦГЦХАКЛЕР
H	11	12	ОИКАХФМЯГЗУЗГЦХАХЦГЦХАХЦГЯЭЖТ
H	11	13	ОФХАКЛЕР
H	11	14	ОИКАХЦГЯМЯГЦФИЛЕР
H	11	15	ОМЯГЦХАКЛЕР
H	11	16	ОФХАКИФЦГЯМИКАХЦГЯЭЖТЩУЩТ
H	11	17	ОФХАКИФЦГЦФИЛЕР
H	6	1	ОФЦЗУЩТЖЭЯГЦХАКЛЕР
H	6	2	ОФЦГЦФОЫОФЦГЗУЩТ
H	6	3	ОФХАКИМЭВЭЯГЦХАДСШР
H	6	4	ОФХАДСШРЕЛИФЦГЦФОЫОМЯГЯЭВЖТ
H	6	5	ОФЦЯЭЖЩУЗГЗУЩТЖЭЯГЦХАКИФОЫОФХАКЛЕР
H	6	6	ОИКАДАХЦГЗУЗГЦХАКИМЭЖТЖЭЯЭЖЩУЗГЦФОЫОФХАКЛЕР
H	12	15	ОФХАКЛЕР
H	6	7	ОФЦГЦХАДСШРЕЛИКИМЯГЯЭВЖТЩУЗГЯМФХАКЛЕШСДСШР
H	6	8	ОФХАХКИМЯГЗУЗГЦФОЫОФХАКЛЕР
H	7	1	ОФХАКЛЕР
H	7	2	ОФЦГЯЭЖТ
H	7	3	ОФЦГЯЭЖЩУЗЦХАКЛЕР
H	7	4	ОФХАКИМЭЯГЗУЗГЦХАДСШР
H	7	5	ОФЦГЯМЯМИЛЕР
H	7	6	ОФХАКДСШР
H	7	7	ОФХАКЛКАХЦЯЭЯГЦЯМОЫОМЯЭЖТ
H	7	8	ОФХАКЛЕР
H	7	9	ОФХАДСШСДАХЦГЦХАКИМЭЖТЩУЗЯМОЫОМЯГЗУЩТ
H	7	10	ОФХАКИМЯГЗУЩТ
H	7	11	ОФХАКИМЯГЦХАДАХЦФМЭЖТ
H	7	12	ОФХАКИЛЕР
H	7	13	ОФХАКИКЛКДСШР
H	8	1	ОМЯЭЖТ
H	8	2	ОФХАДСШР
H	8	3	ОФХАДСШР
H	8	4	ОФЦГЯЭМИКАХЦГЯМИКАХФОЫОМЯГЦХАКДСШР
H	8	5	ОФЦГЯЭЖТ
H	8	6	ОФЦГЯМИЛЕР
H	8	7	ОФЦГЯЭВЖТЩУЗГЦХАКДКЛИОЫОФХАХЦЯМИЛЕР
H	8	8	ОФХАКИФХАКЛЕР
H	8	9	ОФЦГЯЭВЖТ
H	8	10	ОФХАХЦГЦЯМОЫОФХАДСШР
H	8	11	ОФХАХЦГЦХАКЛЕР
H	8	12	ОФХАХЦГЗУЩТЩУЩТЩУЗГЦФМЭЯГЯГЦХАКЛЕР
H	8	13	ОФХАКЛЕР
H	8	14	ОФХАДАХЦГЦФХАХЦГЦФИЛЕР
H	8	15	ОФХАКЛЕР
H	8	16	ОМЯЭЖТЩТЖЭЯГЗУЗГЦХАХАХЦГЯМОЫОФХАХАХКЛЕР
H	9	1	ОФХАКЛИФЦГЯЭЖЩУЗГЦХАКИМЯГЦХАКИФХАКИМЭЖТ
H	9	2	ОФЦГЯГЦХАДСШР
H	9	3	ОФХАКИОЫОФХАКИФЦГЦФХАКЛЕР
H	9	4	ОФЦГЯЭЖТЩУЗГЦХАХАКИФЦГЯЭЖТ
H	9	5	ОФХАХЦФОЫОФЦГЗУЩТ
H	9	6	ОФХАХЦГЦХАКЛЕР
H	9	7	ОФХАХЦГЯГЦХАКЛЕР
H	9	8	ОФХАКИМЯГЦХАХЦГЯМИКАХЦХАКЛЕР
H	9	9	ОФЦГЦЗУЩТ
H	9	10	ОФХАКИФЦГЯЭВЖТ
H	9	11	ОФЦГЦХАХЦГЦХАКИМЯГЦХАХЦХАХЦГЦФОЫОФХАКЛЕР
H	9	12	ОФХАКЛЕР
H	9	13	ОФЦГЦХАКИМИКАХЦГЯЭЖТ
H	10	1	ОФХАКЛИМЯГЦФОЫОМЭЖТ
H	10	2	ОФХАКЛЕРШСДАХЦГЯЭВЭМИКАХЦФИЛЕР
H	10	3	ОФЦГЦХАКЛЕР
H	10	4	ОФЦГЦЯЭЖЩУЗГЯМИКАДАХАХЦФОЫОФХАКЛЕР
H	10	5	ОФЦГЗУЩТЩУЗГЦХАКХЦГЯМИКАКЛЕР
H	10	6	ОФЦГЯЭЖЩУЗГЦГЦХАХЦГЯМИКАДАКЛКДСШР
H	10	7	ОФХАКЛЕР
H	10	8	ОФЦГЯЭВЖТЩУЗГЦФИКАХЦГЯМИКАХЦГЦХАКИОЫОФЦГЯЭЖТ
H	10	9	ОФХАДСШР
H	10	10	ОФЦГЦХАКИМЯГЦХАКЛЕР
H	10	11	ОФЦГЦФХЦГЦХАДСШР
H	10	12	ОФХАХЦГЯМИЛЕРШСДАХЦГЦХАКЛЕРШСДКОЕЦОЫТОГОВРЕМЕИАХАКЛЕРШСДСШР
H	12	1	ОФХАКИМЯГЦХАКЛЕР
H	12	2	ОФХАКИМЯГЗУЩТ
H	12	3	ОФХАКИФЦГЯЭЖТЖЭМФХАКИОЫОИЛЕР
H	12	4	ОФХАКИФЦГЯМИЛЕР
H	12	5	ОФХАХЦГЯЭЯЦХАДСШРЕЛИФЦГЦХАХФМЯГЦГЯМИКАХЦГЦФОЫОМЯГЦХАКЛЕР
H	12	6	ОФХАКИМЯГЦХАКИКИМЯГЦХАКЛЕР
H	12	7	ОФХАХЦГЦФМЭЖТЩУЗГЦФМЯГЦХАДСШР
H	12	8	ОФХАХЦГЦФМЯГЦФМЭЖТ
H	12	9	ОФЦГЦХАКЛЕР
H	12	10	ОФХАКЛЕР
H	12	11	ОФЦГЯМФЦГЦХДСШРЕЛИМЯГЦФМЯГЦХАКАКХЦГЯЭЖТ
